title,rate,cuisine,location,address,street,price_from,price_till,url
Roemah Kopi,4.07,['Kafe'],Dago Atas,,"Jl. Rancakendal Luhur No. 7, Dago Atas, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/roemah-kopi-dago-atas
Boundary - The House Tour Hotel,3.82,['Kafe'],Ciumbuleuit,The House Tour Hotel,"Jl. Panumbang Jaya No. 5, Ciumbuleuit, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/boundary-the-house-tour-hotel-ciumbuleuit
Gohan-Ku,4.13,['Jepang'],Mekar Wangi,,"Jl. Mekar Utama No. 111H, Mekar Wangi, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/gohan-ku-mekar-wangi
Bakmi Xi Man Tap,4.13,['Indonesia'],Surapati,Pasar Kreatif Jawa Barat,"Jl. Pahlawan No. 70, Surapati, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/bakmi-xi-man-tap-surapati
Rempah Bistro,4.27,['Indonesia'],Gatot Subroto,Trans Studio Mall Bandung,"Jl. Gatot Subroto No. 289, Gatot Subroto, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/rempah-bistro-gatot-subroto
Hog Chi Minh,4.20,['Vietnam'],Cibadak,,"Jl. Cibadak No. 158, Cibadak, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/hog-chi-minh-cibadak
Toastify Sandwich,4.27,['Barat'],Riau,,"Jl. Nanas No. 20, Riau, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/toastify-sandwich-riau
Srabi Notosuman Ny. Handayani,4.10,['Indonesia'],Cicendo,,"Jl. Kebon Jukut No. 3A, Cicendo, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/srabi-notosuman-ny-handayani-cicendo
Dilamo Deli Kitchen,3.64,"['Italia', 'Indonesia']",Buah Batu,,"Jl. Maskumambang No. 35, Buah Batu, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/dilamo-deli-kitchen-buah-batu
Mie Gacoan,4.05,['Indonesia'],Sarijadi,,"Jl. Prof. Dr. Surya Sumantri No. 94, Sarijadi, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/mie-gacoan-sarijadi
Sate Maranggi dan Sop Hj. Maya,3.71,['Indonesia'],Pasteur,,"Jl. Dr. Djunjunan No. 126 - 128, Pasteur, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/sate-maranggi-dan-sop-hj-maya-pasteur
Sweet Cantina,4.05,['Es Krim'],Progo,Nagawarna,"Jl. Progo No. 22, Progo, Riau, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/sweet-cantina-progo
Sun Claypot and Dimsum,4.10,['China'],Pelajar Pejuang,ABG,"Jl. Pelajar Pejuang 45 No. 115, Pelajar Pejuang, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/sun-claypot-and-dimsum-pelajar-pejuang
Racing Line Cloth & Coffee,4.05,['Kafe'],Pungkur,,"Jl. Pungkur No. 197A, Pungkur, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/racing-line-cloth-dan-coffee-pungkur
Beintema's Pizza and Artisan Bread,4.10,['Italia'],Kota Baru Parahyangan,,"Jl. Banyak Niaga Kulon No. 7, Kota Baru Parahyangan, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/beintema-s-pizza-and-artisan-bread-kota-baru-parahyangan
Mbakarin,4.40,,['Sumatera'],,"Jl. Natuna No. 35, Sumatera, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/mbakarin-sumatera
South Garden,4.60,['Kafe'],Ahmad Yani,,"Jl. Gudang Selatan No. 88, Ahmad Yani, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/south-garden-ahmad-yani
Porcafe,3.90,['Kafe'],Ciumbuleuit,,"Jl. Ciumbuleuit No. 86, Ciumbuleuit, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/porcafe-ciumbuleuit
Rumah Makan Legoh,3.68,['Indonesia'],Lengkong,,"Jl. Lengkong Kecil No. 24A, Lengkong, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/rumah-makan-legoh-lengkong
Mie Kocok Kaki Sapi Mang Nanang Tea,3.71,['Indonesia'],Riau,,"Jl. Ternate No. 2 (Seberang Kramat Djati), Riau, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/mie-kocok-kaki-sapi-mang-nanang-tea-riau
The Duck King,3.96,['China'],Sukajadi,"Paris Van Java, Lantai Ground (Resort Level)","Jl. Sukajadi No. 137 - 139, Sukajadi, Bandung",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/bandung/the-duck-king-sukajadi
Tomoro Coffee,3.88,['Kafe'],Merdeka,Bandung Electronic Center,"Jl. Purnawarman No.13-15, Merdeka, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/tomoro-coffee-merdeka-2
Gubug Makan Mang Engking,4.20,['Indonesia'],Kiaracondong,Kiara Artha Park,"Jl. Banten, Kiaracondong, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/gubug-makan-mang-engking-kiaracondong
Giggle Box,4.20,['Kafe'],Pasir Kaliki,23 Paskal Shopping Center,"Jl. Pasir Kaliki No. 25 - 27, Pasir Kaliki, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/giggle-box-pasir-kaliki-2
Ayam Goreng Saritem,3.96,['Indonesia'],Andir,,"Jl. Kebon Jati No. 204, Andir, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/ayam-goreng-saritem-andir
Roti Bumbu Bakar Cari Rasa,4.20,['Indonesia'],Ahmad Yani,,"Jl. Jenderal Ahmad Yani No. 149, Ahmad Yani, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/roti-bumbu-bakar-cari-rasa-ahmad-yani
Eat Wagyu,4.20,['Barat'],Setiabudhi,,"Jl. Karangsari No. 15A, Setiabudhi, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/eat-wagyu-setiabudhi
Arromanis,3.61,['Dessert'],Trunojoyo,,"Jl. Wira Angun Angun No. 14, Trunojoyo, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/arromanis-trunojoyo
KFC,3.70,,['Buah Batu'],,"Jl. Buah Batu No. 189, Buah Batu, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/kfc-buah-batu
Mie Merapi,3.89,['Indonesia'],Buah Batu,,"Jl. Buah Batu No. 172, Buah Batu, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/mie-merapi-buah-batu
Angkringan Joss,3.89,['Indonesia'],Riau,,"Jl. Cihapit No. 29 (Sebrang Pasar Cihapit), Riau, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/angkringan-joss-riau-3
Kumaw Naked Ramen & Tempura,4.10,['Jepang'],Dago Atas,,"Jl. Ir. H. Juanda No. 504, Dago Atas, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/kumaw-naked-ramen-dan-tempura-dago-atas
Kozi Coffee,3.85,['Kafe'],Dago Atas,,"Jl. Bukit Dago Utara No. 28, Dago Atas, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/kozi-coffee-dago-atas
Ge-Pook,4.05,['Indonesia'],Cibadak,,"Jl. Cibadak No. 94, Cibadak, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/ge-pook-cibadak
Dunkin' Donuts,4.00,['Donat'],Buah Batu,,"Jl. Buah Batu No. 237, Buah Batu, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/dunkin-donuts-buah-batu-2
Ayam Goreng & Bakar Si Bungsu,3.69,['Indonesia'],Dago Bawah,,"Jl. Gelap Nyawang No. 10 (Seberang Gedung MBA ITB), Dago Bawah, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/ayam-goreng-dan-bakar-si-bungsu-dago-bawah
By Ludwick,3.76,['Kafe'],Setiabudhi,,"Jl. Budi Luhur No. 11B, Setiabudhi, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/by-ludwick-setiabudhi
Alas Daun,3.64,['Indonesia'],Citarum,,"Jl. Citarum No. 34, Citarum, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/alas-daun-citarum
Warung Aji Anom,3.69,['Indonesia'],Dipatiukur,,"Jl. Haji Wasid No. 11, Dipatiukur, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/warung-aji-anom-dipatiukur
Sour Sally,3.73,['Yoghurt'],Sukajadi,"Paris Van Java, Lantai Ground (Resort Level)","Jl. Sukajadi No. 137 - 139, Sukajadi, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/sour-sally-sukajadi
Samcan Goreng Epenk,3.67,['China'],Cibadak,,"Jl. Cibadak No. 166, Cibadak, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/samcan-goreng-epenk-cibadak
Mama Mimi,3.87,['Kafe'],Ahmad Yani,,"Jl. Jenderal Ahmad Yani No. 909, Ahmad Yani, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/mama-mimi-ahmad-yani
Warunk Maniak,4.50,['Indonesia'],Cibaduyut,,"Jl. Indrayasa No. 162, Cibaduyut, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/warunk-maniak-cibaduyut
Charm Thai,4.13,['Thailand'],Pasir Kaliki,"Paskal Hypersquare, Blok A No. 6","Jl. Pasir Kaliki No. 25 - 27, Pasir Kaliki, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/charm-thai-pasir-kaliki
Poro Tuna,4.50,['Indonesia'],Buah Batu,,"Jl. BKR No. 19A, Buah Batu, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/poro-tuna-buah-batu
Kedai Kokomo,4.50,,['Andir'],,"Jl. Durman No. 11A, Andir, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/kedai-kokomo-andir
Dr Ells Coffee,4.50,['Minuman'],Antapani,,"Jl. Purwakarta No. 116, Antapani, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/dr-ells-coffee-antapani
Bebek Carok,3.87,['Indonesia'],Dago Bawah,,"Jl. Ir. H. Juanda No. 84, Dago Bawah, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/bebek-carok-dago-bawah
Dear Butter,4.50,['Snack'],Kota Baru Parahyangan,,"Jl. Bujanggamanik No. 68 - 69, Kota Baru Parahyangan, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/dear-butter-kota-baru-parahyangan
Bubur Ayam Yuyu,4.50,['Indonesia'],Batununggal,,"Jl. Batununggal Indah I No. 46, Batununggal, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/bubur-ayam-yuyu-batununggal
Waroeng Indehoy,4.50,['Kafe'],Ahmad Yani,"The Hallway Kosambi, Pasar Kosambi, Lantai 2","Jl. Jenderal Ahmad Yani No. 221 - 223, Ahmad Yani, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/waroeng-indehoy-ahmad-yani
Mahidana,3.90,['Kafe'],Dago Bawah,Ruang8,"Jl. Ranggamalela No. 8, Dago Bawah, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/mahidana-dago-bawah
Warung Begadang,4.13,['Indonesia'],Pasir Kaliki,,"Jl. Pasir Kaliki No. 106, Pasir Kaliki, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/warung-begadang-pasir-kaliki
Martabak Bogasari,4.13,['Indonesia'],Dipatiukur,,"Jl. Dipatiukur (Seberang Waroeng Steak & Shake), Dipatiukur, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/martabak-bogasari-dipatiukur
Kedai N12 Lamak Bana,3.88,['Indonesia'],Lengkong,,"Jl. Nayaga No. 12, Lengkong, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/kedai-n12-lamak-bana-lengkong
Kue Balok Jayagiri (Kue Balok dan Cincau Hijau Organik),3.92,['Indonesia'],Dago Atas,,"Jl. Ir. H. Juanda No. 342, Dago Atas, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/kue-balok-jayagiri-kue-balok-dan-cincau-hijau-organik-dago-atas
Iga Bakar Si Jangkung,3.64,['Indonesia'],Cipaganti,,"Jl. Cipaganti No. 75G, Cipaganti, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/iga-bakar-si-jangkung-cipaganti
LOS tropis,3.77,['Minuman'],Pajajaran,Halaman KONI Jabar,"Jl. Pajajaran No. 37A, Pajajaran, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/los-tropis-pajajaran
Holycow! STEAKHOUSE by Chef Afit,3.80,['Barat'],Trunojoyo,,"Jl. Sultan Tirtayasa No. 30, Trunojoyo, Bandung",Rp. 200.000,,https://pergikuliner.com/restaurants/bandung/holycow-steakhouse-by-chef-afit-trunojoyo
Seblak Sultan,3.60,['Indonesia'],Trunojoyo,,"Jl. Sultan Agung (Depan No. 10), Trunojoyo, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/seblak-sultan-trunojoyo
Goldstar Cave,4.00,['Kafe'],Sarijadi,,"Jl. Dangdeur Indah No. 2B (Lantai 3), Sarijadi, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/goldstar-cave-sarijadi
Drink Gala,4.00,['Kafe'],Sarijadi,,"Jl. Tirta Sari II No. 9, Sarijadi, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/drink-gala-sarijadi
Mixue,4.00,"['Es Krim', 'Minuman']",Batununggal,,"Jl. Batununggal Indah Raya No. 43, Batununggal, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/mixue-batununggal
Kopi Kanyaah,4.05,['Kafe'],Buah Batu,,"Jl. Kayu Agung Blok B No. 9, Buah Batu, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/kopi-kanyaah-buah-batu
IROIRO,4.05,['Kafe'],Kopo,"Taman Kopo Indah II, Blok 3D No. 68","Jl. Kopo Bihbul, Kopo, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/iroiro-kopo
Steak Ranjang,3.71,['Barat'],Dipatiukur,,"Jl. Dipatiukur No. 68, Dipatiukur, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/steak-ranjang-dipatiukur
Scangkir Kopi,4.30,['Kafe'],Dago Bawah,,"Jl. Ir. H. Juanda No. 116 (Depan Jet Set), Dago Bawah, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/scangkir-kopi-dago-bawah
HDL 293 Cilaki,3.80,['Indonesia'],Citarum,,"Jl. Diponegoro No. 54, Citarum, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/hdl-293-cilaki-citarum
Chatime,3.77,['Bubble Tea'],Cihampelas,"Cihampelas Walk, Lantai 1, Skywalk","Jl. Cihampelas No. 160, Cihampelas, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/chatime-cihampelas
Bebeke Om Aris,3.72,['Indonesia'],Antapani,,"Jl. Terusan Jakarta No. 60, Antapani, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/bebeke-om-aris-antapani
Yabe! Izakaya,4.13,['Jepang'],Pasir Kaliki,"Paskal Hypersquare, Blok Q No. 3","Jl. Pasir Kaliki No. 25 - 27, Pasir Kaliki, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/yabe-izakaya-pasir-kaliki
Abdul,4.13,['Kafe'],Riau,,"Jl. Ciliwung Dalam No. 1, Riau, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/abdul-riau
Wakacao,4.20,['Indonesia'],Cibadak,,"Jl. Cibadak No. 158, Cibadak, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/wakacao-cibadak
Gudeg Yu Nap,4.20,['Indonesia'],Gunung Batu,,"Jl. Cipta Graha Raya No. 1, Gunung Batu, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/gudeg-yu-nap-gunung-batu
Gulu Gulu,3.80,['Minuman'],Dewi Sartika,"The Kings, Lantai Ground","Jl. Kepatihan No. 11 - 17, Dewi Sartika, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/gulu-gulu-dewi-sartika
Mie Tek Tek Anglo,4.20,['Indonesia'],Dago Atas,,"Jl. Ir. H. Juanda (Sebelah Art Cafe & Restaurant), Dago Atas, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/mie-tek-tek-anglo-dago-atas
Phoenix Restaurant,3.87,['China'],Sudirman,,"Jl. Jendral Sudirman No. 58, Sudirman, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/phoenix-restaurant-sudirman
Giggle Box,3.83,['Kafe'],Kopo,"Miko Mall, Lantai Ground","Jl. Kopo No. 599, Kopo, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/giggle-box-kopo
Ayam Geprek Jogja,3.87,['Indonesia'],Progo,,"Jl. Progo No. 30, Progo, Riau, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/ayam-geprek-jogja-progo
Luuca,3.83,['Es Krim'],Mekar Wangi,,"Jl. Mekar Utama No. 43, Mekar Wangi, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/luuca-mekar-wangi
Cafe Halaman,3.75,['Kafe'],Dago Bawah,,"Jl. Tamansari No. 92, Dago Bawah, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/cafe-halaman-dago-bawah
Lab Coffee,3.73,['Kafe'],Gedung Sate,,"Jl. Diponegoro No. 40, Gedung Sate, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/lab-coffee-gedung-sate
RM Andalus,3.92,['Arab/Timur Tengah'],Margahayu,,"Jl. Tata Surya No. 35, Margahayu, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/rm-andalus-margahayu-2
Afecto Coffee,3.92,['Kafe'],Riau,,"Jl. Bawean No. 2, Riau, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/afecto-coffee-riau
Energie Koffie,4.40,['Minuman'],Kopo,,"Jl. Kopo Permai No. 24, Kopo, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/energie-koffie-kopo
Mie Baso Rudal Anggrek,4.05,['Indonesia'],Riau,,"Jl. Anggrek (Depan Yayasan Kesehatan Gigi Anak Indonesia), Riau, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/mie-baso-rudal-anggrek-riau
Burger King,3.78,['Barat'],Merdeka,"Bandung Electronic Center, Lantai Street","Jl. Purnawarman No. 13 - 15, Merdeka, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/burger-king-merdeka
Morning Glory,3.72,['Kafe'],Antapani,,"Jl. Terusan Jakarta No. 78C, Antapani, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/morning-glory-antapani
Solaria,3.70,['Indonesia'],Pasir Koja,"Festival Citylink, Lantai 1","Jl. Peta No. 241, Pasir Koja, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/solaria-pasir-koja
Dailycious,3.78,['China'],Sudirman,Sudirman Street Day & Night Market,"Jl. Jendral Sudirman No. 107, Sudirman, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/dailycious-sudirman
Bebek Kaleyo,4.20,['Indonesia'],Buah Batu,,"Jl. Buah Batu No. 243, Buah Batu, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/bebek-kaleyo-buah-batu
Neeat Coffee & Kitchen,4.20,['Kafe'],Gegerkalong,,"Jl. Gegerkalong Hilir No. 161, Gegerkalong, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/neeat-coffee-dan-kitchen-gegerkalong
Titik Teduh,3.70,['Kafe'],Sarijadi,,"Jl. Sukamekar III No. 2, Sarijadi, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/titik-teduh-sarijadi
Kedai Kopi Oh,3.68,['Kafe'],Mekar Wangi,,"Jl. Mekar Laksana No. 11A - 11B, Mekar Wangi, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/kedai-kopi-oh-mekar-wangi
Disini Bakery,3.83,['Toko Roti dan Kue'],Lengkong,,"Jl. Cikawao No. 14, Lengkong, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/disini-bakery-lengkong
Gado - Gado Teuku Angkasa,3.77,['Indonesia'],Dipatiukur,,"Jl. Teuku Angkasa No. 37, Dipatiukur, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/gado-gado-teuku-angkasa-dipatiukur
Monday Coffee,3.83,['Kafe'],Pelajar Pejuang,,"Jl. Pelajar Pejuang 45 No. 108, Pelajar Pejuang, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/monday-coffee-pelajar-pejuang
Beard Papa's,3.86,['Snack'],Gatot Subroto,"Trans Studio Mall Bandung, Lantai Ground","Jl. Gatot Subroto No. 289, Gatot Subroto, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/beard-papa-s-gatot-subroto
Mie Kocok Pak Markum,4.50,['Indonesia'],Riau,,"Jl. LLRE Martadinata No. 61 (Depan FO The Outfit), Riau, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/mie-kocok-pak-markum-riau
Le Delice Cafe & Bakery,3.70,['Kafe'],Gatot Subroto,,"Jl. Guntur No. 22, Gatot Subroto, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/le-delice-cafe-dan-bakery-gatot-subroto-2
Bakmie Tjap Ayam,3.75,['Indonesia'],Pajajaran,,"Jl. Angandara No. 7, Pajajaran, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/bakmie-tjap-ayam-pajajaran
Secukupnya Saji,4.50,['Kafe'],Sarijadi,,"Jl. Cibogo Atas No. 12, Sarijadi, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/secukupnya-saji-sarijadi
Wendy's,3.73,,['Braga'],"Braga Citywalk, Lantai Ground","Jl. Braga No. 99 - 101, Braga, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/wendy-s-braga
Sumeragi,3.57,['Jepang'],Riau,,"Jl. LLRE Martadinata No. 55, Riau, Bandung",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/bandung/sumeragi-riau
Roti Gempol & Kopi Anjis!,3.66,['Kafe'],Riau,,"Jl. Bengawan No. 34, Riau, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/roti-gempol-dan-kopi-anjis-riau
Ronde Jahe Alkateri,3.65,['Indonesia'],Cibadak,,"Jl. Cibadak (Seberang Porky's Rib), Cibadak, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/ronde-jahe-alkateri-cibadak
Street Boba,3.96,['Bubble Tea'],Cibaduyut,,"Jl. Indrayasa No. 164, Cibaduyut, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/street-boba-cibaduyut
Topoci,3.96,['Korea'],Riau,,"Jl. Ternate No. 5, Riau, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/topoci-riau
Seoltang,3.92,['Kafe'],Ciateul,,"Jl. Ibu Inggit Garnasih No. 98, Ciateul, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/seoltang-ciateul
Tomoro Coffee,3.92,['Minuman'],Merdeka,Bandung Indah Plaza,"Jl. Merdeka No. 56, Merdeka, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/tomoro-coffee-merdeka
Bebek Item Mas Wanto,3.88,['Indonesia'],Dipatiukur,,"Jl. Dipatiukur No. 66, Dipatiukur, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/bebek-item-mas-wanto-dipatiukur
Waroeng Djahe,3.80,['Indonesia'],Astana Anyar,,"Jl. Astana Anyar No. 40, Astana Anyar, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/waroeng-djahe-astana-anyar
Teras Langit,3.95,['Kafe'],Pasir Kaliki,"23 Paskal Shopping Center, Lantai 2","Jl. Pasir Kaliki No. 25 - 27, Pasir Kaliki, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/teras-langit-pasir-kaliki
Mana Social Cafe,4.00,['Kafe'],Buah Batu,,"Jl. Buah Batu No. 127, Buah Batu, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/mana-social-cafe-buah-batu
Dibawahtangga,4.10,['Kafe'],Cihampelas,"Cihampelas Walk, Lantai Ground","Jl. Cihampelas No. 160, Cihampelas, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/dibawahtangga-cihampelas
Batagor Yunus,4.13,['Indonesia'],Kopo,,"Jl. Kopo No. 68, Kopo, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/batagor-yunus-kopo
Yoshinoya,3.71,['Jepang'],Dewi Sartika,"Grand Yogya Kepatihan, Lantai Dasar","Jl. Kepatihan No. 18, Dewi Sartika, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/yoshinoya-dewi-sartika
Hallaa,4.13,['Kafe'],Buah Batu,,"Jl. Reog I No. 1, Buah Batu, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/hallaa-buah-batu
Fisherman's Paradise,4.13,['Indonesia'],Laswi,Laswee Creative Space,"Jl. Laswi No. 1, Laswi, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/fisherman-s-paradise-laswi
