title,rate,cuisine,location,address,street,price_from,price_till,url
Eastern Restaurant,4.18,['China'],Pasir Kaliki,"Istana Plaza, Lantai Ground","Jl. Pasir Kaliki No. 121 - 123, Pasir Kaliki, Bandung",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/bandung/eastern-restaurant-pasir-kaliki
Loop Daily,4.33,"['Toko Kue', 'Kafe']",Pajajaran,,"Jl. Arjuna No. 46, Pajajaran, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/loop-daily-pajajaran
Bakmi Tjoi,4.13,['Indonesia'],Buah Batu,,"Jl. Asmarandana No. 15, Buah Batu, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/bakmi-tjoi-buah-batu
Teazzi,4.46,['Minuman'],Pasir Kaliki,"23 Paskal Shopping Center, Lantai 2","Jl. Pasir Kaliki No. 25 - 27, Pasir Kaliki, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/teazzi-pasir-kaliki
Maxi's Resto,4.38,['Barat'],Ciumbuleuit,,"Jl. Gunung Agung No. 8, Ciumbuleuit, Bandung",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/bandung/maxi-s-resto-ciumbuleuit
Old Ben's,4.05,['Kafe'],Dago Bawah,,"Jl. Diponegoro No. 3A, Dago Bawah, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/old-ben-s-dago-bawah
Everjoy Cafe & Coffee - Hotel Ivory,4.14,['Kafe'],Trunojoyo,Hotel Ivory,"Jl. Bahureksa No. 3, Trunojoyo, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/everjoy-cafe-dan-coffee-hotel-ivory-trunojoyo
Bakmi Jogja Bengawan,4.11,['Indonesia'],Riau,,"Jl. Taman Pramuka No. 183, Riau, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/bakmi-jogja-bengawan-riau
Cremelin,4.22,['Kafe'],Cihampelas,,"Jl. Abdul Rivai No. 3A, Cihampelas, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/cremelin-cihampelas
Darmaga Sunda,4.37,['Indonesia'],Lembang,,"Jl. Raya Lembang No. 27, Lembang, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/darmaga-sunda-lembang
Pabrik Kopi Dartoyo,4.75,['Kafe'],Naripan,,"Jl. Naripan No. 114, Naripan, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/pabrik-kopi-dartoyo-naripan
CROCO by Monsieur Spoon,4.40,['Kafe'],Pasir Kaliki,"23 Paskal Shopping Center, Lantai 1","Jl. Pasir Kaliki No. 25 - 27, Pasir Kaliki, Bandung",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/bandung/croco-by-monsieur-spoon-pasir-kaliki
Suck My Duck,4.32,['China'],Sumatera,,"Jl. Sumatera No. 19, Sumatera, Bandung",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/bandung/suck-my-duck-sumatera
Baker Street,4.08,['Kafe'],Gedung Sate,,"Jl. Hayam Wuruk No. 18, Gedung Sate, Bandung",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/bandung/baker-street-gedung-sate
Justus Steakhouse,4.16,['Barat'],Dago Bawah,,"Jl. Ir. H. Juanda No. 59, Dago Bawah, Bandung",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/bandung/justus-steakhouse-dago-bawah
Markopi Brewing & Kitchen,4.14,['Kafe'],Setiabudhi,,"Jl. Dr. Setiabudhi No. 138, Setiabudhi, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/markopi-brewing-dan-kitchen-setiabudhi
Canarium Coffee & Eatery,4.46,['Kafe'],Dago Atas,,"Jl. Raya Golf Dago No. 47D, Dago Atas, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/canarium-coffee-dan-eatery-dago-atas
Grillnesia,4.12,"['Indonesia', 'Barat']",Pasir Kaliki,"Paskal Hypersquare, Blok A No. 21","Jl. Pasir Kaliki No. 25 - 27, Pasir Kaliki, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/grillnesia-pasir-kaliki
Pho Ngon,4.06,['Vietnam'],Riau,"Riau Junction, Lantai Ground","Jl. LLRE Martadinata No. 17 - 21, Riau, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/pho-ngon-riau
Three Uncles,4.64,['China'],Progo,,"Jl. Progo No. 12, Progo, Riau, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/three-uncles-progo
Dapoer Heritage by Dapoer Penyet,4.19,['Indonesia'],Supratman,,"Jl. Lapangan Supratman No. 1, Supratman, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/dapoer-heritage-by-dapoer-penyet-supratman
Noah's Barn,4.08,['Kafe'],Dago Bawah,,"Jl. Dayang Sumbi No. 2, Dago Bawah, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/noah-s-barn-dago-bawah
Monsoon Cafe,4.14,['Kafe'],Pasteur,"D'Botanica, Lantai Ground","Jl. Dr. Djunjunan 143 - 149, Pasteur, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/monsoon-cafe-pasteur
Pipinos,4.33,"['Toko Kue', 'Kafe']",Ciumbuleuit,,"Jl. Ciumbuleuit No. 85, Ciumbuleuit, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/pipinos-ciumbuleuit-2
Kedai Nyonya Rumah,4.07,"['Indonesia', 'Barat']",Naripan,,"Jl. Naripan No. 92C, Naripan, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/kedai-nyonya-rumah-naripan
Epicure Gourmet Burgers & Meals,4.07,['Barat'],Laswi,Laswee Creative Space,"Jl. Laswi No. 1, Laswi, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/epicure-gourmet-burgers-dan-meals-laswi
IKEA Kota Baru Parahyangan,4.15,['Barat'],Kota Baru Parahyangan,,"Jl. Parahyangan Raya No. 9, Kota Baru Parahyangan, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/ikea-kota-baru-parahyangan-kota-baru-parahyangan
Imperial Kitchen & Dimsum,4.37,['China'],Cihampelas,"Cihampelas Walk, Lantai Ground, Ciwalk Extension","Jl. Cihampelas No. 160, Cihampelas, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/imperial-kitchen-dan-dimsum-cihampelas
Chingu Korean Fan Cafe,4.02,['Korea'],Dago Bawah,,"Jl. Sawunggaling No. 10, Dago Bawah, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/chingu-korean-fan-cafe-dago-bawah
Bahagia Kopi,4.20,['Kafe'],Burangrang,,"Jl. Halimun No. 21, Burangrang, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/bahagia-kopi-burangrang
Sedjuk Bakmi & Kopi,4.05,['Kafe'],Cigadung,,"Jl. Konstitusi 1 No. 16, Cigadung, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/sedjuk-bakmi-dan-kopi-cigadung
Makmur Jaya Coffee Roaster,4.03,['Kafe'],Lengkong,,"Jl. Lengkong Besar No. 62, Lengkong, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/makmur-jaya-coffee-roaster-lengkong
Riau 20,4.22,['Kafe'],Riau,,"Jl. LLRE Martadinata No. 20, Riau, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/riau-20-riau
Gyu Gyu,4.22,['Jepang'],Cihampelas,,"Jl. Cihampelas No. 254, Cihampelas, Bandung",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/bandung/gyu-gyu-cihampelas
Asano Coffee and Friends,4.12,['Kafe'],Laswi,,"Jl. Sukabumi Dalam No. 169, Laswi, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/asano-coffee-and-friends-laswi
Marugame Udon,4.06,['Jepang'],Riau,,"Jl. LLRE Martadinata No. 112, Riau, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/marugame-udon-riau
Railway Coffee,4.02,['Kafe'],Cicendo,,"Jl. Kebon Jukut No. 17, Cicendo, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/railway-coffee-cicendo
My Kopi-O! - Hay Bandung,4.12,['Kafe'],Trunojoyo,Hay Bandung,"Jl. Trunojoyo No. 19, Trunojoyo, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/my-kopi-o-hay-bandung-trunojoyo
San Gimignano,4.10,['Kafe'],Riau,,"Jl. LLRE Martadinata No. 89, Riau, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/san-gimignano-riau
Kopi Warga,4.13,['Kafe'],Dago Bawah,,"Jl. Ir. H. Juanda No. 48, Dago Bawah, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/kopi-warga-dago-bawah
Two Hands Full,4.01,['Kafe'],Dago Bawah,,"Jl. Ir. H. Juanda No. 113, Dago Bawah, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/two-hands-full-dago-bawah
Mom's Artisan Bakery,4.06,['Kafe'],Progo,,"Jl. Progo No. 18, Progo, Riau, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/mom-s-artisan-bakery-progo
Talupa,4.22,['Kafe'],Dipatiukur,,"Jl. Teuku Angkasa No. 38, Dipatiukur, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/talupa-dipatiukur
Coffee Bawa,4.08,['Kafe'],Riau,,"Jl. Anggrek No. 43, Riau, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/coffee-bawa-riau-2
Ichiyo Ramen,4.08,['Jepang'],Trunojoyo,,"Jl. Sultan Tirtayasa No. 11A, Trunojoyo, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/ichiyo-ramen-trunojoyo
Sonoma Resto,4.08,['Kafe'],Riau,,"Jl. Lombok No. 29, Riau, Bandung",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/bandung/sonoma-resto-riau-2
Tatsu Ramen & Izakaya,4.05,['Jepang'],Riau,,"Jl. Bengawan No. 60, Riau, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/tatsu-ramen-dan-izakaya-riau
Samiya,4.13,['Kafe'],Trunojoyo,,"Jl. Trunojoyo No. 17, Trunojoyo, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/samiya-trunojoyo
Bahagia Kopi,4.15,['Kafe'],Braga,,"Jl. Braga No. 61, Braga, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/bahagia-kopi-braga
de.u Coffee,4.08,['Kafe'],Dipatiukur,,"Jl. Dipatiukur No. 23, Dipatiukur, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/de-u-coffee-dipatiukur
Mannery,4.43,['Kafe'],Dipatiukur,,"Jl. Kyai Luhur No. 2, Dipatiukur, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/mannery-dipatiukur
Sushi Hiro,4.37,['Jepang'],Pasir Kaliki,"23 Paskal Shopping Center, Lantai 1","Jl. Pasir Kaliki No. 25 - 27, Pasir Kaliki, Bandung",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/bandung/sushi-hiro-pasir-kaliki
Daily Breu,4.06,['Kafe'],Pasir Kaliki,,"Jl. Rontgen No. 9, Pasir Kaliki, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/daily-breu-pasir-kaliki
Atap Langit by Dapoer Oma,4.30,['Kafe'],Surapati,,"Jl. Bojong Koneng Atas No. 64, Surapati, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/atap-langit-by-dapoer-oma-surapati
Bosscha Space,4.35,['Kafe'],Dago Bawah,,"Jl. Ir. H. Juanda No. 92, Dago Bawah, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/bosscha-space-dago-bawah
Toppie Burger,4.27,['Barat'],Sukajadi,Kita Space,"Jl. Jurang No. 103, Sukajadi, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/toppie-burger-sukajadi
Two Cents,3.99,['Kafe'],Riau,,"Jl. Lombok No. 28A, Riau, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/two-cents-riau-2
Tiga Wonton,4.13,['China'],Sukajadi,"Paris Van Java, Lantai Ground (Resort Level)","Jl. Sukajadi No. 137 - 139, Sukajadi, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/tiga-wonton-sukajadi
The Kamasan,4.11,['Kafe'],Riau,,"Jl. Halmahera No. 4, Riau, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/the-kamasan-riau
Al Jazeerah Signature,4.12,['Arab/Timur Tengah'],Riau,,"Jl. Ternate No. 3, Riau, Bandung",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/bandung/al-jazeerah-signature-riau
Kopi Kohi,4.26,['Kafe'],Riau,Sushi No Mori,"Jl. LLRE Martadinata No. 193, Riau, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/kopi-kohi-riau
Mie Gacoan,4.13,['Indonesia'],Gatot Subroto,,"Jl. Gatot Subroto No. 149, Gatot Subroto, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/mie-gacoan-gatot-subroto
Limasegi Dipinus,4.25,['Kafe'],Lembang,,"Jl. Raya Tangkuban Perahu, Lembang, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/limasegi-dipinus-lembang
Milk N Crumbs,4.12,['Es Krim'],Pasir Kaliki,"Paskal Hypersquare, Blok F No. 40","Jl. Pasir Kaliki No. 25 - 27, Pasir Kaliki, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/milk-n-crumbs-pasir-kaliki
Reveuse Resto,4.15,"['Barat', 'Italia', 'Indonesia']",Dago Atas,,"Jl. Tubagus Ismail Raya No. 34, Dago Atas, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/reveuse-resto-dago-atas
Park Slope Pizzeria,4.07,['Italia'],Cipaganti,,"Jl. Prof. Eyckman No. 12B, Cipaganti, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/park-slope-pizzeria-cipaganti
Element Cafe,4.52,['Kafe'],Sumber Sari,,"Jl. Sumber Sari No. 34, Sumber Sari, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/element-cafe-sumber-sari
Coffeelense,4.37,['Kafe'],Sunda,,"Jl. Panaitan No. 22, Sunda, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/coffeelense-sunda
Pizza Hut,4.26,,['Merdeka'],"Bandung Indah Plaza, Lantai Ground","Jl. Merdeka No. 56, Merdeka, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/pizza-hut-merdeka
Gyumbox,4.12,['Indonesia'],Kota Baru Parahyangan,"Ruko Pancawarna, No. 9","Jl. Bujanggamanik, Kota Baru Parahyangan, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/gyumbox-kota-baru-parahyangan
Wheels Coffee Roasters,4.18,['Kafe'],Dago Bawah,,"Jl. Ir. H. Juanda No. 256, Dago Bawah, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/wheels-coffee-roasters-dago-bawah
Kopi Toko Djawa,3.96,['Kafe'],Braga,,"Jl. Braga No. 81, Braga, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/kopi-toko-djawa-braga
Hafa Warehouse,4.13,['Kafe'],Ahmad Yani,,"Jl. Gudang Selatan No. 88, Ahmad Yani, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/hafa-warehouse-ahmad-yani
Sama Dengan,3.98,['Kafe'],Cipaganti,,"Jl. Cipaganti No. 150, Cipaganti, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/sama-dengan-cipaganti
Kakkoii,4.14,['Jepang'],Setiabudhi,,"Jl. Karangsari No. 14, Setiabudhi, Bandung",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/bandung/kakkoii-setiabudhi
Dapoer Pandan Wangi,4.05,['Indonesia'],Pasir Koja,,"Jl. Terusan Pasir Koja No. 380, Pasir Koja, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/dapoer-pandan-wangi-pasir-koja
Burgertard,4.24,['Barat'],Aceh,,"Jl. Kalimantan No. 5, Aceh, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/burgertard-aceh
Lexi The Flying Tiger,4.18,['Kafe'],Pasteur,,"Jl. Dakota No. 109B, Pasteur, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/lexi-the-flying-tiger-pasteur
KFC,4.18,,['Merdeka'],,"Jl. Merdeka No. 27 - 29, Merdeka, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/kfc-merdeka-2
The Harvest,4.14,['Toko Kue'],Dago Bawah,,"Jl. Ir. H. Juanda No. 11, Dago Bawah, Bandung",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/bandung/the-harvest-dago-bawah
WoodFire Gourmet Burger,4.06,['Barat'],Setiabudhi,Ta-Da! Collective,"Jl. Dr. Setiabudhi No. 159, Setiabudhi, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/woodfire-gourmet-burger-setiabudhi
Foresta Coffee - Nara Park,4.04,['Kafe'],Ciumbuleuit,Nara Park,"Jl. Ranca Bentang No. 28, Ciumbuleuit, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/foresta-coffee-nara-park-ciumbuleuit
Keuken Van Elsje,4.04,['Belanda'],Veteran,,"Jl. Buton No. 11, Veteran, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/keuken-van-elsje-veteran
Munca Coffee & Space,4.24,['Kafe'],Citarum,,"Jl. Ciwulan No. 34, Citarum, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/munca-coffee-dan-space-citarum
Moonwake Coffee,4.35,['Kafe'],Pajajaran,,"Jl. Abdul Rahman Saleh No. 60, Pajajaran, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/moonwake-coffee-pajajaran
Cafe Cinde,4.28,['Kafe'],Surapati,,"Jl. Pahlawan No. 58, Surapati, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/cafe-cinde-surapati
Roemah Kentang 1908,4.06,['Indonesia'],Banda,,"Jl. Banda No. 18, Banda, Riau, Bandung",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/bandung/roemah-kentang-1908-banda
Harliman Boulangerie,4.37,['Kafe'],Kota Baru Parahyangan,"Ruko Pariwarna Niaga Kulon, No. 2","Jl. Parahyangan Raya, Kota Baru Parahyangan, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/harliman-boulangerie-kota-baru-parahyangan
Roempi Coffee,3.99,['Kafe'],Riau,,"Jl. Anggrek No. 27, Riau, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/roempi-coffee-riau
Northwood Fast Casual Dining,3.99,['Kafe'],Cihampelas,,"Jl. Cihampelas No. 165, Cihampelas, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/northwood-fast-casual-dining-cihampelas
Tepian Rasa,4.20,['Indonesia'],Riau,,"Jl. Lombok No. 45, Riau, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/tepian-rasa-riau
HB Grill Garden - The Papandayan Hotel,4.12,['Barat'],Gatot Subroto,The Papandayan Hotel,"Jl. Gatot Subroto No. 83, Gatot Subroto, Bandung",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/bandung/hb-grill-garden-the-papandayan-hotel-gatot-subroto
Temanlama,3.97,['Kafe'],Pajajaran,,"Jl. Bima No. 80, Pajajaran, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/temanlama-pajajaran
Pots & Pans,4.24,['China'],Mekar Wangi,,"Jl. Mekar Laksana No. 8B, Mekar Wangi, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/pots-dan-pans-mekar-wangi
Shuka Mie,4.14,['Indonesia'],Riau,,"Jl. Nanas No. 22, Riau, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/shuka-mie-riau
Summerbird Cafe - Summerbird Bed and Brasserie,4.24,"['Indonesia', 'Barat']",Pasir Kaliki,Summerbird Bed and Brasserie,"Jl. Kesatriaan No. 11, Pasir Kaliki, Bandung",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/bandung/summerbird-cafe-summerbird-bed-and-brasserie-pasir-kaliki
Hidden Farm Cafe,4.22,['Kafe'],Dago Atas,,"Jl. Bukit Pakar Utara No. 40, Dago Atas, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/hidden-farm-cafe-dago-atas
Bukit Teropong Indah,4.22,['Indonesia'],Lembang,,"Jl. Sukanagara Pagerwangi No. 64, Lembang, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/bukit-teropong-indah-lembang
150 Coffee and Garden,4.06,['Kafe'],Antapani,,"Jl. Sulaksana I No. 50, Antapani, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/150-coffee-and-garden-antapani
The Parlor,3.96,['Kafe'],Dago Atas,,"Jl. Rancakendal Luhur No. 9, Dago Atas, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/the-parlor-dago-atas
Nine Cafe,3.97,['Kafe'],Buah Batu,,"Jl. Bangreng No. 9, Buah Batu, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/nine-cafe-buah-batu
Shingen Izakaya,4.22,['Jepang'],Setiabudhi,"Setiabudhi 45, Lantai 4","Jl. Dr. Setiabudhi No. 45, Setiabudhi, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/shingen-izakaya-setiabudhi-2
Armor Kopi Leuit,3.96,['Kafe'],Dago Atas,,"Jl. Bukit Pakar Utara No. 10, Dago Atas, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/armor-kopi-leuit-dago-atas
Little Contrast,4.09,['Kafe'],Riau,Giga Bites,"Jl. Nanas No. 11, Riau, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/little-contrast-riau
Halo Hong Kong by Tiny Dumpling,4.07,['China'],Sarijadi,,"Jl. Terusan Prof. Dr. Sutami No. 2, Sarijadi, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/halo-hong-kong-by-tiny-dumpling-sarijadi
Its.Lo.Co,4.04,['Kafe'],Dago Atas,,"Jl. Bukit Dago Selatan No. 51, Dago Atas, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/its-lo-co-dago-atas
Barami Coffee,4.09,['Kafe'],Buah Batu,,"Jl. Buah Batu No. 158 (Lantai 2), Buah Batu, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/barami-coffee-buah-batu
Teabumi,4.04,['Kafe'],Pajajaran,,"Jl. Pajajaran No. 72, Pajajaran, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/teabumi-pajajaran
Padang Merdeka,4.27,['Indonesia'],Dago Bawah,,"Jl. Diponegoro No. 7, Dago Bawah, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/padang-merdeka-dago-bawah
Ichiyo Ramen,4.40,['Jepang'],Buah Batu,,"Jl. Buah Batu No. 220, Buah Batu, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/ichiyo-ramen-buah-batu
Kopi Kitaku,4.37,['Kafe'],Surapati,,"Jl. Pahlawan No. 72, Surapati, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/kopi-kitaku-surapati
Richeese Factory,4.40,,['Gatot Subroto'],,"Jl. Gatot Subroto No. 219, Gatot Subroto, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/richeese-factory-gatot-subroto
Delapan Padi,3.99,['Kafe'],Dipatiukur,,"Jl. Dipatiukur No. 8, Dipatiukur, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/delapan-padi-dipatiukur
Sejiwa Coffee,3.91,['Kafe'],Progo,,"Jl. Progo No. 15, Progo, Riau, Bandung",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/bandung/sejiwa-coffee-progo
Christael Art Coffee,4.05,['Kafe'],Mekar Wangi,,"Jl. Mekar Utama No. 112A, Mekar Wangi, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/christael-art-coffee-mekar-wangi
Warung Kopi Imah Babaturan,3.92,['Indonesia'],Dago Bawah,,"Jl. Kebon Bibit No. 3, Dago Bawah, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/warung-kopi-imah-babaturan-dago-bawah
Scoop & Skoops,4.11,['Es Krim'],Ahmad Yani,"The Hallway Kosambi, Pasar Kosambi","Jl. Jenderal Ahmad Yani No. 221 - 223, Ahmad Yani, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/scoop-dan-skoops-ahmad-yani
Baby Dutch Pancake,3.98,['Kafe'],Ciumbuleuit,,"Jl. Gunung Kareumbi No. 10, Ciumbuleuit, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/baby-dutch-pancake-ciumbuleuit
Phi Pho,4.09,['Vietnam'],Riau,,"Jl. LLRE Martadinata No. 61, Riau, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/phi-pho-riau
Seracik Coffee,4.09,['Kafe'],Buah Batu,,"Jl. Karawitan No. 121, Buah Batu, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/seracik-coffee-buah-batu-2
Kervan Gelato,4.65,['Es Krim'],Laswi,Laswee Creative Space,"Jl. Laswi No. 1, Laswi, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/kervan-gelato-laswi
